CF_Scaffold_ID,CF_Scaffold_SMILES,NATx_SMILES,NATx_ID,Substructure_SMILES,Chemotype
F012,c1cc(-c2noc([C@@H]3Cc4nc[nH]c4CN3)n2)ccn1,CCOC(=O)c1ccc(NC(=O)N2Cc3nc[nH]c3C[C@H]2c2nc(-c3ccncc3)no2)cc1,NAT22-381056,c1cc(-c2noc([C@@H]3Cc4nc[nH]c4CN3)n2)ccn1,88
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccccc1-n1nc(C)c([C@H]2C=C[C@@H](OC(=O)NC(C)C)C2)c1C,NAT16-352429,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(NC(=O)O[C@@H]2C=C[C@H](c3c(C)nn(-c4ccc(F)cc4)c3C)C2)cc1,NAT16-352522,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(NC(=O)O[C@@H]2C=C[C@H](c3c(C)nn(-c4ccc(C)c(Cl)c4)c3C)C2)cc1,NAT16-352564,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@H]3C=C[C@@H](OC(=O)Nc4cccc(C(F)(F)F)c4)C3)c2C)cc1Cl,NAT16-352566,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@H]3C=C[C@@H](OC(=O)Nc4ccc(C(C)C)cc4)C3)c2C)cc1Cl,NAT16-352570,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NCc2ccccc2)C1,NAT16-352613,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NCc2cccc(Cl)c2)C1,NAT16-352614,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NCc2cccc(C#N)c2)C1,NAT16-352616,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NCc2ccc(F)cc2)C1,NAT16-352618,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,CCNC(=O)N[C@@H]1C=C[C@@H](c2c(C)nn(-c3ccc(C(C)C)cc3)c2C)C1,NAT16-352622,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NCc2ccccn2)C1,NAT16-352623,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC(C)C)C1,NAT16-352625,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)Nc2ccccc2)C1,NAT16-352626,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NCc2ccccc2)C1,NAT16-352627,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)Nc2ccc(Cl)cc2)C1,NAT16-352628,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(NC(=O)N[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccc(C(C)C)cc4)c3C)C2)cc1,NAT16-352630,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC2CCCCC2)C1,NAT16-352631,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=S)NCC(C)C)C1,NAT16-352634,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=S)Nc2cccc(C#N)c2)C1,NAT16-352635,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=S)NC2CCCCC2)C1,NAT16-352636,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COC(=O)c1cccc(NC(=S)N[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccc(C(C)C)cc4)c3C)C2)c1,NAT16-352637,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CC2(CC(=O)O)CCCC2)C1,NAT16-352648,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)COCC(=O)O)C1,NAT16-352649,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC(C)C)C1,NAT16-352682,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NCc2ccccc2)C1,NAT16-352684,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(NC(=O)N[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccccn4)c3C)C2)cc1,NAT16-352687,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=S)Nc2ccccc2)C1,NAT16-352690,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=S)NCC(C)C)C1,NAT16-352691,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2cccs2)C1,NAT16-352702,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CCCC(=O)O)C1,NAT16-352704,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CC(C)(C)CC(=O)O)C1,NAT16-352707,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CSCC(=O)O)C1,NAT16-352708,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CCC(=O)O)C1,NAT16-352709,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)C2CCCCC2)C1,NAT16-352712,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccn2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2ccco2)C1,NAT16-352719,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,CCNC(=O)N[C@@H]1C=C[C@@H](c2c(C)nn(CCC#N)c2C)C1,NAT16-352736,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCC#N)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC(C)C)C1,NAT16-352739,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCC#N)c(C)c1[C@@H]1C=C[C@@H](NC(=O)Nc2ccccc2)C1,NAT16-352740,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCC#N)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NCc2ccccc2)C1,NAT16-352741,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCC#N)c(C)c1[C@@H]1C=C[C@@H](NC(=O)Nc2ccc(Cl)cc2)C1,NAT16-352742,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(NC(=O)N[C@@H]2C=C[C@@H](c3c(C)nn(CCC#N)c3C)C2)cc1,NAT16-352744,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCC#N)c(C)c1[C@@H]1C=C[C@@H](NS(=O)(=O)c2cccs2)C1,NAT16-352753,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCC#N)c(C)c1[C@@H]1C=C[C@@H](NS(=O)(=O)c2ccccc2)C1,NAT16-352754,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCC#N)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CCCC(=O)O)C1,NAT16-352761,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(CN[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccc(OC)cc4)c3C)C2)cc1,NAT16-352840,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccccc4)C3)c2C)cc1,NAT16-352841,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4cccc(Cl)c4)C3)c2C)cc1,NAT16-352842,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(C(C)C)cc4)C3)c2C)cc1,NAT16-352845,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(F)cc4)C3)c2C)cc1,NAT16-352846,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(N(C)C)cc4)C3)c2C)cc1,NAT16-352848,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,CCNC(=O)N[C@@H]1C=C[C@@H](c2c(C)nn(-c3ccc(OC)cc3)c2C)C1,NAT16-352850,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)Nc4ccccc4)C3)c2C)cc1,NAT16-352854,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)NCc4ccccc4)C3)c2C)cc1,NAT16-352855,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)NC4CCCCC4)C3)c2C)cc1,NAT16-352859,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=S)Nc4ccccc4)C3)c2C)cc1,NAT16-352861,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=S)NCC(C)C)C3)c2C)cc1,NAT16-352862,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=S)Nc4cccc(C#N)c4)C3)c2C)cc1,NAT16-352863,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(CCO)c(C)c1[C@@H]1C=C[C@@H](NCc2ccc(N(C)C)cc2)C1,NAT16-352962,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NCc2cccc(Cl)c2)C1,NAT16-353070,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NCc2ccco2)C1,NAT16-353071,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NCc2ccc(F)cc2)C1,NAT16-353074,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,CCNC(=O)N[C@@H]1C=C[C@@H](c2c(C)nn(-c3ccccc3[N+](=O)[O-])c2C)C1,NAT16-353078,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC(C)C)C1,NAT16-353081,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(NC(=O)N[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccccc4[N+](=O)[O-])c3C)C2)cc1,NAT16-353086,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=O)Nc2cccc(C#N)c2)C1,NAT16-353088,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=S)NCC(C)C)C1,NAT16-353090,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=S)NC2CCCCC2)C1,NAT16-353092,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COC(=O)c1cccc(NC(=S)N[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccccc4[N+](=O)[O-])c3C)C2)c1,NAT16-353093,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=S)Nc2cccc(C(F)(F)F)c2)C1,NAT16-353094,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NS(=O)(=O)c2ccccc2)C1,NAT16-353096,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=O)COCC(=O)O)C1,NAT16-353105,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2[N+](=O)[O-])c(C)c1[C@@H]1C=C[C@@H](NC(=O)CC(C)(C)CC(=O)O)C1,NAT16-353106,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(CN[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccccc4)c3C)C2)cc1,NAT16-353125,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NCc2ccccc2)C1,NAT16-353126,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NCc2cccc(C#N)c2)C1,NAT16-353129,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NCc2ccc(C(C)C)cc2)C1,NAT16-353130,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NCc2ccc(F)cc2)C1,NAT16-353131,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CCCC(=O)O)C1,NAT16-353160,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CC(C)(C)CC(=O)O)C1,NAT16-353163,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2ccc(N(C)C)cc2)C1,NAT16-353166,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(C(=O)N[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccccc4)c3C)C2)cc1,NAT16-353170,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2ccc3c(c2)OCO3)C1,NAT16-353171,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2ccco2)C1,NAT16-353175,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(F)cc2)c(C)c1[C@@H]1C=C[C@@H](NCc2cccc(Cl)c2)C1,NAT16-353184,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(F)cc2)c(C)c1[C@@H]1C=C[C@@H](NCc2ccc(F)cc2)C1,NAT16-353188,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,CCNC(=O)N[C@@H]1C=C[C@@H](c2c(C)nn(-c3ccc(F)cc3)c2C)C1,NAT16-353192,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(F)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC(C)C)C1,NAT16-353195,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COC(=O)c1cccc(NC(=S)N[C@@H]2C=C[C@@H](c3c(C)nn(-c4ccc(F)cc4)c3C)C2)c1,NAT16-353207,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(F)cc2)c(C)c1[C@@H]1C=C[C@@H](NS(=O)(=O)c2cccs2)C1,NAT16-353209,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(F)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CC(C)(C)CC(=O)O)C1,NAT16-353220,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(-c2ccc(F)cc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2ccco2)C1,NAT16-353232,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](N)C1,NAT16-353238,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)NC2CCCCC2)C1,NAT16-353258,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NS(=O)(=O)c2ccccc2)C1,NAT16-353267,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2cccs2)C1,NAT16-353272,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CCCC(=O)O)C1,NAT16-353274,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CC2(CC(=O)O)CCCC2)C1,NAT16-353275,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)COCC(=O)O)C1,NAT16-353276,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)CCC(=O)O)C1,NAT16-353279,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2ccc(F)c(Cl)c2)C1,NAT16-353281,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)C2CCCCC2)C1,NAT16-353282,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,CC(=O)N[C@@H]1C=C[C@@H](c2c(C)nn(Cc3ccccc3)c2C)C1,NAT16-353283,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,COc1ccc(C(=O)N[C@@H]2C=C[C@@H](c3c(C)nn(Cc4ccccc4)c3C)C2)cc1,NAT16-353284,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2ccc3c(c2)OCO3)C1,NAT16-353285,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1nn(Cc2ccccc2)c(C)c1[C@@H]1C=C[C@@H](NC(=O)c2cccnc2)C1,NAT16-353286,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](N)C3)c2C)cc1Cl,NAT16-353352,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4cccc(C#N)c4)C3)c2C)cc1Cl,NAT16-353357,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NCc4ccc(N(C)C)cc4)C3)c2C)cc1Cl,NAT16-353361,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)NC(C)C)C3)c2C)cc1Cl,NAT16-353366,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)Nc4ccccc4)C3)c2C)cc1Cl,NAT16-353367,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)NCc4ccccc4)C3)c2C)cc1Cl,NAT16-353368,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)Nc4ccc(Cl)cc4)C3)c2C)cc1Cl,NAT16-353369,C1=C[C@H](c2cn[nH]c2)CC1,98
F024,C1=C[C@H](c2cn[nH]c2)CC1,Cc1ccc(-n2nc(C)c([C@@H]3C=C[C@@H](NC(=O)NC4CCCCC4)C3)c2C)cc1Cl,NAT16-353372,C1=C[C@H](c2cn[nH]c2)CC1,98
