COCONUT_Canonical_SMILES,CF_FRG,COCONUT_ID,COCONUT_NP_mol,CF_Mol,Name,IUPAC_Name,Synonyms,CAS,References,Ressource,Ressource_Ref,PubChem_ID,PubChem_CID,PubChem_Target_GI,PubChem_Target_Activity,PubChem_Target_Name,PubChem_Target_EC_Number,ChEMBL_ID_Similarity100,NP_Likeness,Dataset
COc1cc(NC(=O)OC2COC3C2OCC3n2nnnc2SC2CCCC2)cc(OC)c1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0437084,<rdkit.Chem.rdchem.Mol object at 0x784ff8667370>,<rdkit.Chem.rdchem.Mol object at 0x784ff869d850>,,,[],,,supernatural2,"supernatural2, SN00009926, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134293.0,,,,,,-1.2429729482918876,COCONUT
CC(=O)c1ccc(NC(=O)OC2COC3C(NCc4ccc(N(C)C)cc4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0437151,<rdkit.Chem.rdchem.Mol object at 0x784ff86673e0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869d8c0>,,,[],,,supernatural2,"supernatural2, SN00005445, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73131044.0,,,,,,-0.7753663113041254,COCONUT
O=C(Nc1cccc2ccccc12)OC1COC2C(NC(=O)c3ccco3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0437205,<rdkit.Chem.rdchem.Mol object at 0x784ff8667450>,<rdkit.Chem.rdchem.Mol object at 0x784ff869d930>,,,[],,,supernatural2,"supernatural2, SN00008140, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133126.0,,,,,,-0.95461842115466,COCONUT
O=C(Nc1ccccc1)NC1COC2C(OC(=O)Nc3cccc4ccccc34)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0437665,<rdkit.Chem.rdchem.Mol object at 0x784ff86674c0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869d9a0>,,,[],,,supernatural2,"supernatural2, SN00008151, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133136.0,,,,,,-0.9170321923207907,COCONUT
Cc1ccc(NC(=O)OC2COC3C(Nc4nccc(-c5cccs5)n4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0437783,<rdkit.Chem.rdchem.Mol object at 0x784ff8667530>,<rdkit.Chem.rdchem.Mol object at 0x784ff869da10>,,,[],,,supernatural2,"supernatural2, SN00013112, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139816.0,,,,,,-1.3563510015962836,COCONUT
CCOC(=O)c1cccc(NC(=O)OC2COC3C2OCC3n2nnnc2Sc2ccccc2)c1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0438064,<rdkit.Chem.rdchem.Mol object at 0x784ff86675a0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869da80>,,,[],,,supernatural2,"supernatural2, SN00009898, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134260.0,,,,,,-1.4232133542874024,COCONUT
C=CCc1nnnn1C1COC2C(OC(=O)Nc3ccc(OC)cc3)COC21,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0438575,<rdkit.Chem.rdchem.Mol object at 0x784ff8667610>,<rdkit.Chem.rdchem.Mol object at 0x784ff869daf0>,,,[],,,supernatural2,"supernatural2, SN00009966, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134363.0,,,,,,-1.0765686826615999,COCONUT
CC(C)c1ccc(NC(=O)OC2COC3C(NCc4ccc(-c5ccccc5)cc4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0439067,<rdkit.Chem.rdchem.Mol object at 0x784ff8667680>,<rdkit.Chem.rdchem.Mol object at 0x784ff869db60>,,,[],,,supernatural2,"supernatural2, SN00008840, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133666.0,,,,,,-0.5602568720063572,COCONUT
COc1ccc(NC(=O)NC2COC3C(OC(=O)Nc4cccc(C(F)(F)F)c4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0439168,<rdkit.Chem.rdchem.Mol object at 0x784ff86676f0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869dbd0>,,,[],,,supernatural2,"supernatural2, SN00008113, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133061.0,,,,,,-1.146593988554318,COCONUT
O=C(COc1ccccc1)NC1COC2C(OC(=O)Nc3cccc(C(F)(F)F)c3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0439202,<rdkit.Chem.rdchem.Mol object at 0x784ff8667760>,<rdkit.Chem.rdchem.Mol object at 0x784ff869dc40>,,,[],,,supernatural2,"supernatural2, SN00008100, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133046.0,,,,,,-1.2022715419656063,COCONUT
COc1ccc(-c2ccnc(NC3COC4C(OC(=O)Nc5ccc(C)cc5)COC34)n2)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0439376,<rdkit.Chem.rdchem.Mol object at 0x784ff86677d0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869dcb0>,,,[],,,supernatural2,"supernatural2, SN00013091, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139792.0,,,,,,-0.8953189521201707,COCONUT
CC(C)(C)c1ccnc(NC2COC3C(OC(=O)Nc4ccc(Oc5ccccc5)cc4)COC23)n1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0439643,<rdkit.Chem.rdchem.Mol object at 0x784ff8667840>,<rdkit.Chem.rdchem.Mol object at 0x784ff869dd20>,,,[],,,supernatural2,"supernatural2, SN00013103, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139807.0,,,,,,-0.8611376748159112,COCONUT
CCOC(=O)c1cccc(NC(=O)OC2COC3C(NCC4CCCCC4)COC23)c1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0439934,<rdkit.Chem.rdchem.Mol object at 0x784ff86678b0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869dd90>,,,[],,,supernatural2,"supernatural2, SN00008826, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133634.0,,,,,,-0.6252466924406742,COCONUT
O=C(Nc1cccc(C(F)(F)F)c1)OC1COC2C(NCc3ccco3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0440309,<rdkit.Chem.rdchem.Mol object at 0x784ff8667920>,<rdkit.Chem.rdchem.Mol object at 0x784ff869de00>,,,[],,,supernatural2,"supernatural2, SN00008816, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133616.0,,,,,,-1.1950786050494657,COCONUT
CN(C)c1ccc(CNC2COC3C(OC(=O)Nc4cccc5ccccc45)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0440661,<rdkit.Chem.rdchem.Mol object at 0x784ff8667990>,<rdkit.Chem.rdchem.Mol object at 0x784ff869de70>,,,[],,,supernatural2,"supernatural2, SN00005440, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73131028.0,,,,,,-0.7905956800566701,COCONUT
COc1ccc(NC(=O)OC2COC3C(Nc4nccc(-c5ccccc5)n4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0441077,<rdkit.Chem.rdchem.Mol object at 0x784ff8667a00>,<rdkit.Chem.rdchem.Mol object at 0x784ff869dee0>,,,[],,,supernatural2,"supernatural2, SN00012823, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139518.0,,,,,,-0.8539869302290848,COCONUT
O=C(Nc1cccc(C(F)(F)F)c1)OC1COC2C(NC(=O)c3ccc4c(c3)OCO4)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0441419,<rdkit.Chem.rdchem.Mol object at 0x784ff8667a70>,<rdkit.Chem.rdchem.Mol object at 0x784ff869df50>,,,[],,,supernatural2,"supernatural2, SN00008105, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133051.0,,,,,,-0.927969245792159,COCONUT
COc1ccc(NC(=O)OC2COC3C(NC(=O)N4CCOCC4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0442954,<rdkit.Chem.rdchem.Mol object at 0x784ff8667ae0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869dfc0>,,,[],,,supernatural2,"supernatural2, SN00008200, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133199.0,,,,,,-1.1201028341010963,COCONUT
O=C(Nc1cccc(C(F)(F)F)c1)OC1COC2C1OCC2n1cc(-c2ccccc2)nn1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0443002,<rdkit.Chem.rdchem.Mol object at 0x784ff8667b50>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e030>,,,[],,,supernatural2,"supernatural2, SN00010503, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134864.0,,,,,,-1.2974380982080005,COCONUT
COc1ccc(NC(=O)OC2COC3C(N)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0443718,<rdkit.Chem.rdchem.Mol object at 0x784ff8667bc0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e0a0>,,,[],,,supernatural2,"supernatural2, SN00008516, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133383.0,,,,,,-0.11763960593615713,COCONUT
CC(=O)c1ccc(NC(=O)OC2COC3C(NCc4ccco4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0443869,<rdkit.Chem.rdchem.Mol object at 0x784ff8667c30>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e110>,,,[],,,supernatural2,"supernatural2, SN00008852, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133696.0,,,,,,-0.8564558189854823,COCONUT
COc1ccc(NC(=O)OC2COC3C(NS(C)(=O)=O)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0443881,<rdkit.Chem.rdchem.Mol object at 0x784ff8667ca0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e180>,,,[],,,supernatural2,"supernatural2, SN00008219, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133218.0,,,,,,-0.7014610631602319,COCONUT
CC(C)c1ccc(NC(=O)OC2COC3C(NC(=O)COc4ccccc4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0443959,<rdkit.Chem.rdchem.Mol object at 0x784ff8667d10>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e1f0>,,,[],,,supernatural2,"supernatural2, SN00008227, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133226.0,,,,,,-0.9042578039732032,COCONUT
CC(C)c1ccc(NC(=O)OC2COC3C(NC(=O)c4ccc5c(c4)OCO5)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0444278,<rdkit.Chem.rdchem.Mol object at 0x784ff8667d80>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e260>,,,[],,,supernatural2,"supernatural2, SN00008230, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133229.0,,,,,,-0.6187648669340271,COCONUT
O=C(Nc1cccc(C(F)(F)F)c1)OC1COC2C(Nc3nccc(-c4ccco4)n3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0444391,<rdkit.Chem.rdchem.Mol object at 0x784ff8667df0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e2d0>,,,[],,,supernatural2,"supernatural2, SN00013086, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139786.0,,,,,,-1.362283151177377,COCONUT
CC(C)c1ccc(NC(=O)OC2COC3C(NC(=O)NC4CCCCC4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0444505,<rdkit.Chem.rdchem.Mol object at 0x784ff8667e60>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e340>,,,[],,,supernatural2,"supernatural2, SN00013994, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74700479.0,,,,,,-0.8070310795019354,COCONUT
O=C(Nc1cccc2ccccc12)OC1COC2C(NCC3CC3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0444709,<rdkit.Chem.rdchem.Mol object at 0x784ff8667ed0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e3b0>,,,[],,,supernatural2,"supernatural2, SN00008820, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133622.0,,,,,,-0.5859864381537628,COCONUT
O=C(Nc1ccc(Oc2ccccc2)cc1)OC1COC2C(NCc3ccco3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0445589,<rdkit.Chem.rdchem.Mol object at 0x784ff8667f40>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e420>,,,[],,,supernatural2,"supernatural2, SN00008832, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133646.0,,,,,,-0.8113423953831718,COCONUT
Cc1ccc(NC(=O)OC2COC3C(Nc4nccc(C(C)(C)C)n4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0446161,<rdkit.Chem.rdchem.Mol object at 0x784ff8668040>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e490>,,,[],,,supernatural2,"supernatural2, SN00012819, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139512.0,,,,,,-0.9876201322240602,COCONUT
O=C(Nc1ccccc1)OC1COC2C1OCC2n1nnnc1Sc1ccccc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0446378,<rdkit.Chem.rdchem.Mol object at 0x784ff86680b0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e500>,,,[],,,supernatural2,"supernatural2, SN00009894, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134255.0,,,,,,-1.4216714888314663,COCONUT
COc1ccc(-c2ccnc(NC3COC4C(OC(=O)Nc5ccccc5)COC34)n2)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0447187,<rdkit.Chem.rdchem.Mol object at 0x784ff8668120>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e570>,,,[],,,supernatural2,"supernatural2, SN00019637, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74451497.0,,,,,,-0.8364596836794181,COCONUT
O=C(Nc1cccc(C(F)(F)F)c1)OC1COC2C(NCC3CC3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0447490,<rdkit.Chem.rdchem.Mol object at 0x784ff8668190>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e5e0>,,,[],,,supernatural2,"supernatural2, SN00008814, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133612.0,,,,,,-0.9512035821171964,COCONUT
CC(C)c1ccc(NC(=O)OC2COC3C(NCC4CCCCC4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0447992,<rdkit.Chem.rdchem.Mol object at 0x784ff8668200>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e650>,,,[],,,supernatural2,"supernatural2, SN00013995, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74700481.0,,,,,,-0.5099866741975277,COCONUT
O=C(Nc1ccccc1)OC1COC2C(NC(=S)Nc3cccc4ccccc34)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0448086,<rdkit.Chem.rdchem.Mol object at 0x784ff8668270>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e6c0>,,,[],,,supernatural2,"supernatural2, SN00005370, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73130958.0,,,,,,-0.9655986886123532,COCONUT
O=C(Nc1ccccc1)OC1COC2C(NC(=O)N3CCOCC3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0448169,<rdkit.Chem.rdchem.Mol object at 0x784ff86682e0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e730>,,,[],,,supernatural2,"supernatural2, SN00008040, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73132983.0,,,,,,-1.1897020394042224,COCONUT
COC(=O)c1cn(C2COC3C(OC(=O)Nc4ccc(C(C)=O)cc4)COC32)nn1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0448284,<rdkit.Chem.rdchem.Mol object at 0x784ff8668350>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e7a0>,,,[],,,supernatural2,"supernatural2, SN00010530, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134900.0,,,,,,-1.0401249885728834,COCONUT
COCc1cn(C2COC3C(OC(=O)Nc4ccccc4)COC32)nn1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0448626,<rdkit.Chem.rdchem.Mol object at 0x784ff86683c0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e810>,,,[],,,supernatural2,"supernatural2, SN00010519, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134889.0,,,,,,-1.1148346255091848,COCONUT
CC(C)(C)c1ccnc(NC2COC3C(OC(=O)Nc4ccccc4)COC23)n1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0449075,<rdkit.Chem.rdchem.Mol object at 0x784ff8668430>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e880>,,,[],,,supernatural2,"supernatural2, SN00014056, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74700545.0,,,,,,-0.9238251433123035,COCONUT
CC(=O)c1cccc(NC(=O)OC2COC3C(Nc4nccc(-c5ccco5)n4)COC23)c1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0449422,<rdkit.Chem.rdchem.Mol object at 0x784ff86684a0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e8f0>,,,[],,,supernatural2,"supernatural2, SN00013087, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139787.0,,,,,,-1.122650774456994,COCONUT
CN(C)Cc1cn(C2COC3C(OC(=O)Nc4cccc(C#N)c4)COC32)nn1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0449488,<rdkit.Chem.rdchem.Mol object at 0x784ff8668510>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e960>,,,[],,,supernatural2,"supernatural2, SN00010515, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,,,,,,,-1.6224711610560278,COCONUT
C=CCNC(=O)NC1COC2C(OC(=O)Nc3ccccc3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0449793,<rdkit.Chem.rdchem.Mol object at 0x784ff8668580>,<rdkit.Chem.rdchem.Mol object at 0x784ff869e9d0>,,,[],,,supernatural2,"supernatural2, SN00008051, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73132997.0,,,,,,-0.9784115539052803,COCONUT
COCC(=O)NC1COC2C(OC(=O)Nc3ccc(OC)cc3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0449836,<rdkit.Chem.rdchem.Mol object at 0x784ff86685f0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ea40>,,,[],,,supernatural2,"supernatural2, SN00008198, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133196.0,,,,,,-0.8294234050889536,COCONUT
CC(=O)c1ccc(NC(=O)OC2COC3C(NS(C)(=O)=O)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0449942,<rdkit.Chem.rdchem.Mol object at 0x784ff8668660>,<rdkit.Chem.rdchem.Mol object at 0x784ff869eab0>,,,[],,,supernatural2,"supernatural2, SN00008300, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133303.0,,,,,,-0.7265689916648463,COCONUT
Cc1ccc(C(=O)NC2COC3C(OC(=O)Nc4cccc(C(F)(F)F)c4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0450406,<rdkit.Chem.rdchem.Mol object at 0x784ff86686d0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869eb20>,,,[],,,supernatural2,"supernatural2, SN00008107, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133053.0,,,,,,-1.1007309550026814,COCONUT
COc1ccc(NC(=O)OC2COC3C(Nc4nccc(C5CCCC5)n4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0451193,<rdkit.Chem.rdchem.Mol object at 0x784ff8668740>,<rdkit.Chem.rdchem.Mol object at 0x784ff869eb90>,,,[],,,supernatural2,"supernatural2, SN00013093, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139795.0,,,,,,-0.7184926350615095,COCONUT
CN(C)c1ccc(C(=O)NC2COC3C(OC(=O)Nc4cccc(C(F)(F)F)c4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0451337,<rdkit.Chem.rdchem.Mol object at 0x784ff86687b0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ec00>,,,[],,,supernatural2,"supernatural2, SN00005382, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73130970.0,,,,,,-1.169194367402465,COCONUT
COC(=O)c1cn(C2COC3C(OC(=O)Nc4cccc(C(F)(F)F)c4)COC32)nn1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0451342,<rdkit.Chem.rdchem.Mol object at 0x784ff8668820>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ec70>,,,[],,,supernatural2,"supernatural2, SN00010532, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73134902.0,,,,,,-1.3658886459463646,COCONUT
COCC(=O)NC1COC2C(OC(=O)Nc3ccc(C(C)C)cc3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0451907,<rdkit.Chem.rdchem.Mol object at 0x784ff8668890>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ece0>,,,[],,,supernatural2,"supernatural2, SN00008228, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133227.0,,,,,,-0.8410977581200186,COCONUT
O=C(Nc1ccc(Oc2ccccc2)cc1)OC1COC2C(NC(=S)NC3CCCCC3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0451953,<rdkit.Chem.rdchem.Mol object at 0x784ff8668900>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ed50>,,,[],,,supernatural2,"supernatural2, SN00008191, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133189.0,,,,,,-0.8182353602122715,COCONUT
CC(C)CCNC1COC2C(OC(=O)Nc3ccc(Oc4ccccc4)cc3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0452145,<rdkit.Chem.rdchem.Mol object at 0x784ff8668970>,<rdkit.Chem.rdchem.Mol object at 0x784ff869edc0>,,,[],,,supernatural2,"supernatural2, SN00008829, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133640.0,,,,,,-0.4558309977042065,COCONUT
O=C(Nc1cccc(C(F)(F)F)c1)OC1COC2C(NCc3ccc(-c4ccccc4)cc3)COC12,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0452310,<rdkit.Chem.rdchem.Mol object at 0x784ff86689e0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ee30>,,,[],,,supernatural2,"supernatural2, SN00008813, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133610.0,,,,,,-0.8429917132762499,COCONUT
CN(C)c1ccc(-c2nnnn2C2COC3C(OC(=O)Nc4ccccc4)COC32)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0452677,<rdkit.Chem.rdchem.Mol object at 0x784ff8668a50>,<rdkit.Chem.rdchem.Mol object at 0x784ff869eea0>,,,[],,,supernatural2,"supernatural2, SN00005500, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74685826.0,,,,,,-1.4151192869268059,COCONUT
CC(=O)c1ccc(NC(=O)OC2COC3C(N)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0452851,<rdkit.Chem.rdchem.Mol object at 0x784ff8668ac0>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ef10>,,,[],,,supernatural2,"supernatural2, SN00008519, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73133389.0,,,,,,-0.17384995131543188,COCONUT
CC(C)(C)c1ccc(NC(=O)OC2COC3C(Nc4nccc(C(C)(C)C)n4)COC23)cc1,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,CNP0453049,<rdkit.Chem.rdchem.Mol object at 0x784ff8668b30>,<rdkit.Chem.rdchem.Mol object at 0x784ff869ef80>,,,[],,,supernatural2,"supernatural2, SN00013102, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,73139806.0,,,,,,-0.9715940038367817,COCONUT
