COCONUT_Canonical_SMILES,CF_FRG,COCONUT_ID,COCONUT_NP_mol,CF_Mol,Name,IUPAC_Name,Synonyms,CAS,References,Ressource,Ressource_Ref,PubChem_ID,PubChem_CID,PubChem_Target_GI,PubChem_Target_Activity,PubChem_Target_Name,PubChem_Target_EC_Number,ChEMBL_ID_Similarity100,NP_Likeness,Dataset
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(CC2CC2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013083,<rdkit.Chem.rdchem.Mol object at 0x784ff8895000>,<rdkit.Chem.rdchem.Mol object at 0x784ff868aff0>,"1-(cyclopropylmethyl)-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-(cyclopropylmethyl)-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022670, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507250.0,,,,,,-1.4686703393093816,COCONUT
CC(=O)Nc1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)cc1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013084,<rdkit.Chem.rdchem.Mol object at 0x784ff8895070>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b060>,"N-[4-({2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-yl}methyl)phenyl]acetamide","N-[4-({2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-yl}methyl)phenyl]acetamide",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022666, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507245.0,,,,,,-1.6411740062128897,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(CC2CCCCC2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013085,<rdkit.Chem.rdchem.Mol object at 0x784ff88950e0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b0d0>,"1-(cyclohexylmethyl)-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-(cyclohexylmethyl)-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022650, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507216.0,,,,,,-1.306764581777716,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ccccc2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013086,<rdkit.Chem.rdchem.Mol object at 0x784ff8895150>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b140>,"1-benzyl-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-benzyl-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022646, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507208.0,,,,,,-1.4883555411447638,COCONUT
COc1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)c(OC)c1OC,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013096,<rdkit.Chem.rdchem.Mol object at 0x784ff88951c0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b1b0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(2,3,4-trimethoxyphenyl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(2,3,4-trimethoxyphenyl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022664, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507241.0,,,,,,-1.0584464507116806,COCONUT
Oc1ccccc1CN1CC(O)CC1c1nc(-c2ccc(F)cc2)no1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013097,<rdkit.Chem.rdchem.Mol object at 0x784ff8895230>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b220>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(2-hydroxyphenyl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(2-hydroxyphenyl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022660, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507234.0,,,,,,-1.2292194065239421,COCONUT
CN1CCC(N2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)CC1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013098,<rdkit.Chem.rdchem.Mol object at 0x784ff88952a0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b290>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-(1-methylpiperidin-4-yl)pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-(1-methylpiperidin-4-yl)pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022656, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507226.0,,,,,,-1.2776862873038362,COCONUT
CN(C)c1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)cc1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013099,<rdkit.Chem.rdchem.Mol object at 0x784ff8895380>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b300>,"1-{[4-(dimethylamino)phenyl]methyl}-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-{[4-(dimethylamino)phenyl]methyl}-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022652, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507220.0,,,,,,-1.5795282656909606,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ncc[nH]2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013125,<rdkit.Chem.rdchem.Mol object at 0x784ff8894b30>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b370>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(1H-imidazol-2-yl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(1H-imidazol-2-yl)methyl]pyrrolidin-3-ol",[],,,zincnp,,,74507248.0,,,,,,-1.844244414223179,COCONUT
Cc1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)cc1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013153,<rdkit.Chem.rdchem.Mol object at 0x784ff8895460>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b3e0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methylphenyl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methylphenyl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022663, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507239.0,,,,,CHEMBL3437550,-1.5268297502980346,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ccncc2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013154,<rdkit.Chem.rdchem.Mol object at 0x784ff88953f0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b450>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(pyridin-4-yl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(pyridin-4-yl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022659, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507232.0,,,,,,-1.554904239762636,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(C2CCCCC2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013155,<rdkit.Chem.rdchem.Mol object at 0x784ff8895540>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b4c0>,"1-cyclohexyl-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-cyclohexyl-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022651, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507218.0,,,,,,-1.1902555169992335,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ccc(OC(F)(F)F)cc2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013157,<rdkit.Chem.rdchem.Mol object at 0x784ff88955b0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b530>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-{[4-(trifluoromethoxy)phenyl]methyl}pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-{[4-(trifluoromethoxy)phenyl]methyl}pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022647, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507210.0,,,,,,-1.4584880891041367,COCONUT
COc1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)c2ccccc12,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0013158,<rdkit.Chem.rdchem.Mol object at 0x784ff8895620>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b5a0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methoxynaphthalen-1-yl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methoxynaphthalen-1-yl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022643, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507202.0,,,,,,-1.1754835677728774,COCONUT
O=C(O)c1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)cc1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0036617,<rdkit.Chem.rdchem.Mol object at 0x784ff8894cf0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b610>,"1-[(4-carboxylatophenyl)methyl]-2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-ium","1-[(4-carboxylatophenyl)methyl]-2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-ium",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022731, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507360.0,,,,,,-1.3128223105391785,COCONUT
Cn1c(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)nc2ccccc21,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0038244,<rdkit.Chem.rdchem.Mol object at 0x784ff88949e0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b680>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(1-methyl-1H-1,3-benzodiazol-2-yl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(1-methyl-1H-1,3-benzodiazol-2-yl)methyl]pyrrolidin-3-ol",[],,,supernatural2,"supernatural2, SN00022672, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507253.0,,,,,,-1.752623217958376,COCONUT
CS(=O)(=O)c1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)cc1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0039994,<rdkit.Chem.rdchem.Mol object at 0x784ff8894d60>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b6f0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methanesulfonylphenyl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methanesulfonylphenyl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022673, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507254.0,,,,,,-1.6620493224125101,COCONUT
OCc1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)o1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0046148,<rdkit.Chem.rdchem.Mol object at 0x784ff8894c80>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b760>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-{[5-(hydroxymethyl)furan-2-yl]methyl}pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-{[5-(hydroxymethyl)furan-2-yl]methyl}pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022654, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507223.0,,,,,,-1.2381507348202732,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2cc3ccccc3o2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0059179,<rdkit.Chem.rdchem.Mol object at 0x784ff8894dd0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b7d0>,"1-[(1-benzofuran-2-yl)methyl]-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-[(1-benzofuran-2-yl)methyl]-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022668, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507247.0,,,,,,-1.2869161584562716,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2cccs2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0179925,<rdkit.Chem.rdchem.Mol object at 0x784ff8894eb0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b840>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(thiophen-2-yl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(thiophen-2-yl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022662, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507237.0,,,,,,-2.144179467258171,COCONUT
COc1ccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)cc1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0231261,<rdkit.Chem.rdchem.Mol object at 0x784ff8894f20>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b8b0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methoxyphenyl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-methoxyphenyl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022645, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507206.0,,,,,,-1.3774306752661443,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ccc3c(c2)OCO3)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0243667,<rdkit.Chem.rdchem.Mol object at 0x784ff8894f90>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b920>,"1-[(2H-1,3-benzodioxol-5-yl)methyl]-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-[(2H-1,3-benzodioxol-5-yl)methyl]-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022657, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507228.0,,,,,,-1.2940935725619467,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ccc(-c3ccccn3)cc2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0245259,<rdkit.Chem.rdchem.Mol object at 0x784ff8894580>,<rdkit.Chem.rdchem.Mol object at 0x784ff868b990>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-{[4-(pyridin-2-yl)phenyl]methyl}pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-{[4-(pyridin-2-yl)phenyl]methyl}pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022671, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507252.0,,,,,,-1.545911738038874,COCONUT
OC1CNC(c2nc(-c3ccc(F)cc3)no2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0252418,<rdkit.Chem.rdchem.Mol object at 0x784ff8894a50>,<rdkit.Chem.rdchem.Mol object at 0x784ff868ba00>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],5072-54-8,,"['zincnp', 'pubchem']","pubchem_tested_np, 75614427, https://pubchem.ncbi.nlm.nih.gov/compound/",75614427,75614427.0,,,,,,-1.166689922083561,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2c[nH]c3ccccc23)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0255736,<rdkit.Chem.rdchem.Mol object at 0x784ff88954d0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868ba70>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(1H-indol-3-yl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(1H-indol-3-yl)methyl]pyrrolidin-3-ol",[],,,zincnp,,,74507225.0,,,,,,-1.2990671634509725,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ccc(F)cc2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0272318,<rdkit.Chem.rdchem.Mol object at 0x784ff8895690>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bae0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-fluorophenyl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(4-fluorophenyl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022653, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507222.0,,,,,,-1.3763243280504267,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2cccnc2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0283143,<rdkit.Chem.rdchem.Mol object at 0x784ff8895700>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bb50>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(pyridin-3-yl)methyl]pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-[(pyridin-3-yl)methyl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022658, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507230.0,,,,,,-1.6876466862064838,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(C2CCOCC2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0329086,<rdkit.Chem.rdchem.Mol object at 0x784ff8895770>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bbc0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-(oxan-4-yl)pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-(oxan-4-yl)pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022661, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507236.0,,,,,CHEMBL3437454,-1.2828215211300042,COCONUT
OC1CC(c2nc(-c3ccc(F)cc3)no2)N(Cc2ccc(Cl)cc2)C1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0331837,<rdkit.Chem.rdchem.Mol object at 0x784ff88957e0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bc30>,"1-[(4-chlorophenyl)methyl]-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","1-[(4-chlorophenyl)methyl]-5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022648, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507212.0,,,,,,-1.634502487799696,COCONUT
CC(C)N1CC(O)CC1c1nc(-c2ccc(F)cc2)no1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0352575,<rdkit.Chem.rdchem.Mol object at 0x784ff8895850>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bca0>,"5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-(propan-2-yl)pyrrolidin-3-ol","5-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-1-(propan-2-yl)pyrrolidin-3-ol",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022665, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507243.0,,,,,,-1.3832744307178761,COCONUT
CC(=O)N1CCC(N2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)CC1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0368549,<rdkit.Chem.rdchem.Mol object at 0x784ff88958c0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bd10>,"1-(4-{2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-yl}piperidin-1-yl)ethan-1-one","1-(4-{2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-yl}piperidin-1-yl)ethan-1-one",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022644, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74507204.0,,,,,,-1.3864682978628073,COCONUT
N#Cc1cccc(CN2CC(O)CC2c2nc(-c3ccc(F)cc3)no2)c1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0377004,<rdkit.Chem.rdchem.Mol object at 0x784ff8895930>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bd80>,"3-({2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-yl}methyl)benzonitrile","3-({2-[3-(4-fluorophenyl)-1,2,4-oxadiazol-5-yl]-4-hydroxypyrrolidin-1-yl}methyl)benzonitrile",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022649, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,,,,,,,-1.8994055086177821,COCONUT
[O-][NH+](O)c1ccccc1CN1CC(O)CC1c1nc(-c2ccc(F)cc2)no1,O[C@H]1CN[C@H](c2nc(-c3ccc(F)cc3)no2)C1,CNP0451272,<rdkit.Chem.rdchem.Mol object at 0x784ff88959a0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bdf0>,,,[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022667, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,163139460.0,,,,,,-1.2948557927886253,COCONUT
OC1CNC(c2nc(-c3cnccn3)no2)C1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CNP0010471,<rdkit.Chem.rdchem.Mol object at 0x784ff8895a10>,<rdkit.Chem.rdchem.Mol object at 0x784ff868be60>,"5-[3-(pyrazin-2-yl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol","5-[3-(pyrazin-2-yl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-ol",[],68659-61-0,,"['supernatural2', 'zincnp', 'pubchem']","supernatural2, SN00022250, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id= pubchem_tested_np, 74506513, https://pubchem.ncbi.nlm.nih.gov/compound/",74506513,74506513.0,,,,,,-1.1169451740186527,COCONUT
CC(=O)Nc1ccc(CN2CC(O)CC2c2nc(-c3cnccn3)no2)cc1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CNP0012806,<rdkit.Chem.rdchem.Mol object at 0x784ff8895a80>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bed0>,"N-[4-({4-hydroxy-2-[3-(pyrazin-2-yl)-1,2,4-oxadiazol-5-yl]pyrrolidin-1-yl}methyl)phenyl]acetamide","N-[4-({4-hydroxy-2-[3-(pyrazin-2-yl)-1,2,4-oxadiazol-5-yl]pyrrolidin-1-yl}methyl)phenyl]acetamide",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022243, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,74506502.0,,,,,,-1.6386617644085641,COCONUT
N#Cc1cccc(CN2CC(O)CC2c2nc(-c3cnccn3)no2)c1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CNP0012807,<rdkit.Chem.rdchem.Mol object at 0x784ff8895af0>,<rdkit.Chem.rdchem.Mol object at 0x784ff868bf40>,"3-({4-hydroxy-2-[3-(pyrazin-2-yl)-1,2,4-oxadiazol-5-yl]pyrrolidin-1-yl}methyl)benzonitrile","3-({4-hydroxy-2-[3-(pyrazin-2-yl)-1,2,4-oxadiazol-5-yl]pyrrolidin-1-yl}methyl)benzonitrile",[],,,"['supernatural2', 'zincnp']","supernatural2, SN00022229, http://bioinf-applied.charite.de/supernatural_new/index.php?site=compound_search&id=",,,,,,,,-1.9066319983056195,COCONUT
