CF_FRG,CF_SMILES,COCONUT_SMILES,COCONUT_ID,Substructure_SMILES,Murcko_SMILES,Exit_Atom_Numbers,Num_Exit_Atoms,Substructure_Exit_Atoms
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=CC=C2)C1,CNP0410447.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d2d40>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,OCC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)O1,CNP0025661.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d37e0>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0475692.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d32e0>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@H]1CN[C@H](C2=NC(C3=CN=CC=N3)=NO2)C1,CNP0010471.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[],0,<rdkit.Chem.rdchem.Mol object at 0x7729d93d3060>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(C)N1C[C@H](O)C[C@H]1C1=NC(C2=CN=CC=N2)=NO1,CNP0474795.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d3510>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(=O)O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=C(C(=O)O)C=C2)C1,CNP0364173.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,"[0, 3]",2,<rdkit.Chem.rdchem.Mol object at 0x7729d93d3830>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0012843.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d3dd0>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN1C=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C2=CC=CC=C21,CNP0437860.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d3a10>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CS(=O)(=O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0067466.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d3330>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN(C)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0012842.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d2890>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=CS2)C1,CNP0248003.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d0090>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=NC=C2)C1,CNP0230766.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d2930>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(C2CCCCC2)C1,CNP0444711.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d0040>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN1C[C@H](O)C[C@H]1C1=NC(C2=CN=CC=N2)=NO1,CNP0463815.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729d93d3c40>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2CC2)C1,CNP0012841.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da64d0>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(=O)N1CCC(N2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)CC1,CNP0012881.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da65c0>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=NC=CN2)C1,CNP0012880.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da7240>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN1CCC(N2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)CC1,CNP0369220.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6750>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(=O)NC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0012806.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6610>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CCCC2=CC=CC=C2)C1,CNP0466765.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6660>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=CN=C2)C1,CNP0454784.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6700>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2CCCCC2)C1,CNP0367888.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da66b0>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,N#CC1=CC=CC(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)=C1,CNP0012807.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6520>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O=C(O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0038236.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6480>
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=C(C3=CC=CC=N3)C=C2)C1,CNP0094646.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da62a0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C(OC)C=C3)=NO2)C=C1,CNP0107452.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6340>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=C(Cl)C=C3)=N2)C=C1,CNP0106004.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6390>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C3CCOCC3)=N2)C=C1,CNP0013065.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da63e0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C2=CC=CC=C21,CNP0013080.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6430>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1CCC(N2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)CC1,CNP0013151.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6570>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=C(OC)C4=CC=CC=C34)=N2)C=C1,CNP0013067.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da62f0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C(OC)=C1OC,CNP0339981.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da60c0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O=C(O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C=C1,CNP0065822.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6200>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CCCC3=CC=CC=C3)=N2)C=C1,CNP0451062.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6250>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC4=CC=CC=C4O3)=N2)C=C1,CNP0285472.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da68e0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CS(=O)(=O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C=C1,CNP0070892.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6020>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,OC1=CC=CC=C1CN1C[C@H](O)C[C@H]1C1=NC(C2=CC=C3OCOC3=C2)=NO1,CNP0083433.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da67f0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C3CCN(C)CC3)=N2)C=C1,CNP0444120.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6930>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(CC2=CC=CS2)C1,CNP0386226.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6890>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CNC4=CC=CC=C34)=N2)C=C1,CNP0013035.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6980>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C(C)C)=N2)C=C1,CNP0374528.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da67a0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,N#CC1=CC=CC(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)=C1,CNP0080803.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6840>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C2=CC=CC=C12,CNP0302465.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da69d0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=C([N+](=O)[O-])C=C3)=N2)C=C1,CNP0602952.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6a20>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(CC2CCCCC2)C1,CNP0013094.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6c00>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=CN=C3)=N2)C=C1,CNP0404349.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6b60>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=C(N(C)C)C=C3)=N2)C=C1,CNP0013066.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6ca0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C=C1,CNP0013152.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6c50>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=C(S(C)(=O)=O)C=C3)=N2)C=C1,CNP0253057.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6ac0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(C2CCCCC2)C1,CNP0013124.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6d40>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(CC2=CC=CC=N2)C1,CNP0451452.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6de0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3)=N2)C=C1,CNP0010487.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[],0,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6cf0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C)=N2)C=C1,CNP0440832.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6bb0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CC(=O)N1CCC(N2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)CC1,CNP0171207.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6d90>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(CC2CC2)C1,CNP0397746.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6b10>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C3CCN(C(C)=O)CC3)=N2)C=C1,CNP0013046.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6a70>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=CS3)=N2)C=C1,CNP0252338.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6f70>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CC(C)N1C[C@H](O)C[C@H]1C1=NC(C2=CC=C3OCOC3=C2)=NO1,CNP0099927.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6ed0>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3CCCCC3)=N2)C=C1,CNP0185169.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6f20>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(C2CCOCC2)C1,CNP0295891.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da7060>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=NC=C3)=N2)C=C1,CNP0034475.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6e80>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(CCCC2=CC=CC=C2)C1,CNP0013081.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da7010>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=NC=CN3)=N2)C=C1,CNP0136504.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7729e1da6e30>
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)=NC2=CC=CC=C21,CNP0057775.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7729e1da71a0>
