CF_FRG,CF_SMILES,COCONUT_SMILES,COCONUT_ID,Substructure_SMILES,Murcko_SMILES,CF_2D_Mol,COCONUT_2D_Mol,Substructure_2D_Mol,Exit_Atom_Numbers,Num_Exit_Atoms,Substructure_Exit_Atoms,PubChem_CID,PubChem_Target_GI,PubChem_Target_Activity_Outcome,PubChem_Target_Potency_in_uM,PubChem_Target_Name,PubChem_Target_EC_Number
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=CC=C2)C1,CNP0410447.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e04a0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293e880>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296cc10>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228af240>,26743490,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,OCC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)O1,CNP0025661.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0510>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293e8f0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296cc80>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bca5a557060>,26743502,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0475692.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0580>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293e960>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296ccf0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bca5a556930>,26743518,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@H]1CN[C@H](C2=NC(C3=CN=CC=N3)=NO2)C1,CNP0010471.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e05f0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293e9d0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296cd60>,[],0,<rdkit.Chem.rdchem.Mol object at 0x7bca5a556f70>,26743536,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(C)N1C[C@H](O)C[C@H]1C1=NC(C2=CN=CC=N2)=NO1,CNP0474795.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0660>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ea40>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296cdd0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228a54e0>,26743520,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(=O)O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=C(C(=O)O)C=C2)C1,CNP0364173.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e06d0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293eab0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296ce40>,"[0, 3]",2,<rdkit.Chem.rdchem.Mol object at 0x7bc9228a4fe0>,86768975,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0012843.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0740>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293eb20>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296ceb0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c360>,26743488,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN1C=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C2=CC=CC=C21,CNP0437860.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e07b0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293eb90>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296cf20>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c310>,26743524,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CS(=O)(=O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0067466.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0820>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ec00>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296cf90>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c220>,26743534,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN(C)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0012842.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0890>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ec70>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d000>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c400>,26743498,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=CS2)C1,CNP0248003.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0900>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ece0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d070>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c4a0>,26743516,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=NC=C2)C1,CNP0230766.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0970>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ed50>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d0e0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c590>,26743512,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(C2CCCCC2)C1,CNP0444711.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e09e0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293edc0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d150>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c4f0>,26743496,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN1C[C@H](O)C[C@H]1C1=NC(C2=CN=CC=N2)=NO1,CNP0463815.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0a50>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ee30>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d1c0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c680>,26744503,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2CC2)C1,CNP0012841.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0ac0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293eea0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d230>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c770>,26743528,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(=O)N1CCC(N2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)CC1,CNP0012881.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0b30>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ef10>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d2a0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c7c0>,26743486,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=NC=CN2)C1,CNP0012880.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0ba0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293ef80>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d310>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c810>,26743526,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CN1CCC(N2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)CC1,CNP0369220.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0c10>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293eff0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d380>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c860>,26743508,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,CC(=O)NC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0012806.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0c80>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f060>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d3f0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c8b0>,26743522,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CCCC2=CC=CC=C2)C1,CNP0466765.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0cf0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f0d0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d460>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c900>,26743504,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=CN=C2)C1,CNP0454784.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0d60>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f140>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d4d0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c950>,26743510,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2CCCCC2)C1,CNP0367888.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0dd0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f1b0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d540>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c9a0>,26743494,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,N#CC1=CC=CC(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)=C1,CNP0012807.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0e40>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f220>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d5b0>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c9f0>,,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O=C(O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CN=CC=N3)=NO2)C=C1,CNP0038236.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0eb0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f290>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d620>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268ca40>,38344267,,,,,
F005,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,O[C@@H]1C[C@@H](C2=NC(C3=CN=CC=N3)=NO2)N(CC2=CC=C(C3=CC=CC=N3)C=C2)C1,CNP0094646.1,O[C@H]1CN[C@H](c2nc(-c3cnccn3)no2)C1,c1cnc(-c2noc([C@@H]3CCCN3)n2)cn1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0f20>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f300>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d690>,[3],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268ca90>,26743532,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C(OC)C=C3)=NO2)C=C1,CNP0107452.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e0f90>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f370>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d700>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cae0>,26744134,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=C(Cl)C=C3)=N2)C=C1,CNP0106004.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1000>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f3e0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d770>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cb30>,26744138,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C3CCOCC3)=N2)C=C1,CNP0013065.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1070>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f450>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d7e0>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cb80>,26744166,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1C=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C2=CC=CC=C21,CNP0013080.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e10e0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f4c0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d850>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cbd0>,26744481,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CN1CCC(N2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)CC1,CNP0013151.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1150>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f530>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d8c0>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268c720>,26744457,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC=C(OC)C4=CC=CC=C34)=N2)C=C1,CNP0013067.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e11c0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f5a0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d930>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cc20>,26744130,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C(OC)=C1OC,CNP0339981.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1230>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f610>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296d9a0>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cd10>,26744475,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O=C(O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C=C1,CNP0065822.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e12a0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f680>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296da10>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268ccc0>,26744437,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CCCC3=CC=CC=C3)=N2)C=C1,CNP0451062.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1310>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f6f0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296da80>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cc70>,26744152,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CC4=CC=CC=C4O3)=N2)C=C1,CNP0285472.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1380>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f760>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296daf0>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268ce00>,26744178,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,CS(=O)(=O)C1=CC=C(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)C=C1,CNP0070892.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e13f0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f7d0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296db60>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cd60>,26744497,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,OC1=CC=CC=C1CN1C[C@H](O)C[C@H]1C1=NC(C2=CC=C3OCOC3=C2)=NO1,CNP0083433.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1460>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f840>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296dbd0>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cdb0>,26744465,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C3CCN(C)CC3)=N2)C=C1,CNP0444120.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e14d0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f8b0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296dc40>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268ce50>,26744156,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,O[C@@H]1C[C@@H](C2=NC(C3=CC=C4OCOC4=C3)=NO2)N(CC2=CC=CS2)C1,CNP0386226.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1540>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f920>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296dcb0>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cf40>,26744469,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3CC3=CNC4=CC=CC=C34)=N2)C=C1,CNP0013035.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e15b0>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293f990>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296dd20>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cef0>,26744154,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,COC1=CC=C(C2=NOC([C@@H]3C[C@@H](O)CN3C(C)C)=N2)C=C1,CNP0374528.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1620>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293fa00>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296dd90>,[15],1,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cfe0>,26744174,,,,,
F009,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,N#CC1=CC=CC(CN2C[C@H](O)C[C@H]2C2=NC(C3=CC=C4OCOC4=C3)=NO2)=C1,CNP0080803.1,COc1ccc(-c2noc([C@@H]3C[C@@H](O)CN3)n2)cc1,c1ccc(-c2noc([C@@H]3CCCN3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7bc9228e1690>,<rdkit.Chem.rdchem.Mol object at 0x7bc92293fa70>,<rdkit.Chem.rdchem.Mol object at 0x7bc92296de00>,"[0, 15, 18]",3,<rdkit.Chem.rdchem.Mol object at 0x7bc92268cf90>,,,,,,
